case_id,case_folder,case_type,split,image_count,is_complete_case,expected_status,acceptable_status,predicted_status,exact_match,acceptable_match,expected_flagged_filenames,predicted_flagged_filenames,flagged_exact_match,flagged_partial_match,raw_consistency_score,main_view_score,detail_support_score,color_consistency_score,robust_consistency_score,notes,error
case_0095,images/95,same_color_different_model,all,6,True,inconsistent,"[""needs_review"", ""inconsistent""]",needs_review,False,True,[],[],True,True,0.4887,0.6189,0.5008,0.8669,0.6779,"This case mixes images from two visually similar products. The products may share color, category, or brand, but they differ in model details such as cut, collar, seams, label, pattern, logo, or shape. Since the set is split between product A and product B, the system should mark the listing as inconsistent or needs_review rather than flagging only one individual image.",
case_0096,images/96,same_color_different_model,all,6,True,inconsistent,"[""needs_review"", ""inconsistent""]",needs_review,False,True,[],[],True,True,0.5318,0.6994,0.4741,0.8463,0.7262,"This case mixes images from two visually similar products. The products may share color, category, or brand, but they differ in model details such as cut, collar, seams, label, pattern, logo, or shape. Since the set is split between product A and product B, the system should mark the listing as inconsistent or needs_review rather than flagging only one individual image.",
case_0097,images/97,same_color_different_model,all,6,True,inconsistent,"[""needs_review"", ""inconsistent""]",needs_review,False,True,[],[],True,True,0.5337,0.7761,0.4393,1.0,0.8173,"This case mixes images from two visually similar products. The products may share color, category, or brand, but they differ in model details such as cut, collar, seams, label, pattern, logo, or shape. Since the set is split between product A and product B, the system should mark the listing as inconsistent or needs_review rather than flagging only one individual image.",
case_0098,images/98,same_color_different_model,all,6,True,inconsistent,"[""needs_review"", ""inconsistent""]",needs_review,False,True,[],[],True,True,0.6238,0.7595,0.5873,0.9145,0.7912,"This case mixes images from two visually similar products. The products may share color, category, or brand, but they differ in model details such as cut, collar, seams, label, pattern, logo, or shape. Since the set is split between product A and product B, the system should mark the listing as inconsistent or needs_review rather than flagging only one individual image.",
case_0099,images/99,same_color_different_model,all,6,True,inconsistent,"[""needs_review"", ""inconsistent""]",needs_review,False,True,[],[],True,True,0.4577,0.6779,0.3945,1.0,0.7477,"This case mixes images from two visually similar products. The products may share color, category, or brand, but they differ in model details such as cut, collar, seams, label, pattern, logo, or shape. Since the set is split between product A and product B, the system should mark the listing as inconsistent or needs_review rather than flagging only one individual image.",
case_0100,images/100,same_color_different_model,all,6,True,inconsistent,"[""needs_review"", ""inconsistent""]",needs_review,False,True,[],[],True,True,0.5045,0.6574,0.4794,0.9457,0.7239,"This case mixes images from two visually similar products. The products may share color, category, or brand, but they differ in model details such as cut, collar, seams, label, pattern, logo, or shape. Since the set is split between product A and product B, the system should mark the listing as inconsistent or needs_review rather than flagging only one individual image.",
case_0101,images/101,same_garment_type_different_color,all,6,True,inconsistent,"[""inconsistent"", ""needs_review""]",inconsistent,True,True,[],"[""04_blue_front.jpg"", ""06_blue_back.JPG""]",False,False,0.5583,0.5288,0.6454,0.7176,0.5846,This case mixes images from the same garment type but clearly different colors. The system should detect the color mismatch and mark the listing as inconsistent or needs_review.,
case_0103,images/103,same_garment_type_different_color,all,6,True,inconsistent,"[""inconsistent"", ""needs_review""]",needs_review,False,True,"[""00_black_front.jpg"", ""02_black_back.jpg""]",[],False,False,0.5861,0.675,0.6019,0.8198,0.7093,This case mixes images from the same garment type but clearly different colors. The system should detect the color mismatch and mark the listing as inconsistent or needs_review.,
case_0104,images/104,same_garment_type_different_color,all,6,True,inconsistent,"[""inconsistent"", ""needs_review""]",inconsistent,True,True,"[""00_orange_front.jpg"", ""01_orange_detail_label.jpg""]","[""00_orange_front.jpg""]",False,True,0.5557,0.6911,0.5761,0.5721,0.6538,This case mixes images from the same garment type but clearly different colors. The system should detect the color mismatch and mark the listing as inconsistent or needs_review.,
case_0105,images/105,same_garment_type_different_color,all,6,True,inconsistent,"[""inconsistent"", ""needs_review""]",inconsistent,True,True,"[""02_green_back.jpg"", ""03_green_front.jpg""]","[""02_green_back.jpg"", ""03_green_front.jpg""]",True,True,0.5974,0.6696,0.6562,0.7631,0.6935,This case mixes images from the same garment type but clearly different colors. The system should detect the color mismatch and mark the listing as inconsistent or needs_review.,
case_0106,images/106,same_garment_type_different_color,all,6,True,inconsistent,"[""inconsistent"", ""needs_review""]",needs_review,False,True,"[""00_red_front.jpg"", ""04_red_back.jpg""]",[],False,False,0.5231,0.5885,0.6075,0.8785,0.6658,This case mixes images from the same garment type but clearly different colors. The system should detect the color mismatch and mark the listing as inconsistent or needs_review.,
case_0107,images/107,same_garment_type_different_color,all,6,True,inconsistent,"[""inconsistent"", ""needs_review""]",inconsistent,True,True,"[""00_black_back.jpg"", ""05_black_front.jpg""]","[""05_black_front.jpg"", ""00_black_back.jpg""]",True,True,0.5455,0.4662,0.7243,0.4648,0.4794,This case mixes images from the same garment type but clearly different colors. The system should detect the color mismatch and mark the listing as inconsistent or needs_review.,
case_0108,images/108,same_garment_type_different_color,all,6,True,inconsistent,"[""inconsistent"", ""needs_review""]",inconsistent,True,True,"[""01_black_back.jpg"", ""04_black_front.jpg""]","[""01_black_back.jpg"", ""04_black_front.jpg""]",True,True,0.6041,0.6241,0.6557,0.7229,0.6517,This case mixes images from the same garment type but clearly different colors. The system should detect the color mismatch and mark the listing as inconsistent or needs_review.,
case_0109,images/109,same_garment_type_different_color,all,6,True,inconsistent,"[""inconsistent"", ""needs_review""]",inconsistent,True,True,"[""00_white_detail_label.jpg"", ""01_white_front.jpg""]","[""01_white_front.jpg""]",False,True,0.5053,0.6228,0.5301,0.4874,0.5823,This case mixes images from the same garment type but clearly different colors. The system should detect the color mismatch and mark the listing as inconsistent or needs_review.,
case_0110,images/110,same_garment_type_different_color,all,6,True,inconsistent,"[""inconsistent"", ""needs_review""]",needs_review,False,True,"[""01_ping_detail_label.jpg"", ""02_blue_back.jpg"", ""04_blue_front.jpg""]",[],False,False,0.622,0.7085,0.6281,0.8785,0.749,This case mixes images from the same garment type but clearly different colors. The system should detect the color mismatch and mark the listing as inconsistent or needs_review.,
case_0111,images/111,invalid_images,all,6,True,needs_review,"[""needs_review"", ""inconsistent""]",needs_review,True,True,"[""invalid_blurry.jpeg"", ""invalid_too_dark.jpeg""]","[""invalid_blurry.jpeg"", ""invalid_too_dark.jpeg""]",True,True,0.5361,0.7628,0.4253,0.9457,0.7931,"This case includes valid same-product images mixed with invalid or low-quality images. The system should flag images that do not help validate the product, without necessarily treating all valid images as inconsistent.",
case_0112,images/112,invalid_images,all,6,True,needs_review,"[""needs_review"", ""inconsistent""]",needs_review,True,True,"[""invalid_blurry.jpeg"", ""invalid_too_dark.jpeg""]","[""invalid_blurry.jpeg"", ""invalid_too_dark.jpeg""]",True,True,0.5724,0.7273,0.5818,0.9457,0.7771,"This case includes valid same-product images mixed with invalid or low-quality images. The system should flag images that do not help validate the product, without necessarily treating all valid images as inconsistent.",
case_0113,images/113,invalid_images,all,6,True,needs_review,"[""needs_review"", ""inconsistent""]",needs_review,True,True,"[""invalid_blurry.jpeg"", ""invalid_too_dark.jpeg""]","[""invalid_blurry.jpeg"", ""invalid_too_dark.jpeg""]",True,True,0.5267,0.6431,0.6139,0.9232,0.7152,"This case includes valid same-product images mixed with invalid or low-quality images. The system should flag images that do not help validate the product, without necessarily treating all valid images as inconsistent.",
case_0114,images/114,invalid_images,all,6,True,needs_review,"[""needs_review"", ""inconsistent""]",needs_review,True,True,"[""invalid_blurry.jpeg"", ""invalid_too_dark.jpeg""]","[""invalid_blurry.jpeg"", ""invalid_too_dark.jpeg""]",True,True,0.6055,0.8092,0.4419,0.9121,0.817,"This case includes valid same-product images mixed with invalid or low-quality images. The system should flag images that do not help validate the product, without necessarily treating all valid images as inconsistent.",
case_0115,images/115,invalid_images,all,6,True,needs_review,"[""needs_review"", ""inconsistent""]",inconsistent,False,True,"[""invalid_blurry.jpeg"", ""invalid_too_dark.jpeg""]","[""invalid_too_dark.jpeg"", ""invalid_blurry.jpeg""]",True,True,0.5946,0.8423,0.4412,0.9008,0.8366,"This case includes valid same-product images mixed with invalid or low-quality images. The system should flag images that do not help validate the product, without necessarily treating all valid images as inconsistent.",
case_0116,images/116,invalid_images,all,6,True,needs_review,"[""needs_review"", ""inconsistent""]",needs_review,True,True,"[""invalid_blurry.jpeg"", ""invalid_too_dark.jpeg""]","[""invalid_blurry.jpeg"", ""invalid_too_dark.jpeg""]",True,True,0.5837,0.6839,0.6611,0.9616,0.7558,"This case includes valid same-product images mixed with invalid or low-quality images. The system should flag images that do not help validate the product, without necessarily treating all valid images as inconsistent.",
case_0117,images/117,invalid_images,all,6,True,needs_review,"[""needs_review"", ""inconsistent""]",needs_review,True,True,"[""invalid_blurry.jpeg"", ""invalid_too_dark.jpeg""]","[""invalid_too_dark.jpeg"", ""invalid_blurry.jpeg""]",True,True,0.5673,0.7352,0.551,0.9457,0.7809,"This case includes valid same-product images mixed with invalid or low-quality images. The system should flag images that do not help validate the product, without necessarily treating all valid images as inconsistent.",
case_0118,images/118,invalid_images,all,6,True,needs_review,"[""needs_review"", ""inconsistent""]",needs_review,True,True,"[""invalid_blurry.jpeg"", ""invalid_too_dark.jpeg""]","[""invalid_blurry.jpeg"", ""invalid_too_dark.jpeg""]",True,True,0.5872,0.7901,0.502,0.9728,0.823,"This case includes valid same-product images mixed with invalid or low-quality images. The system should flag images that do not help validate the product, without necessarily treating all valid images as inconsistent.",
case_0119,images/119,invalid_images,all,6,True,needs_review,"[""needs_review"", ""inconsistent""]",inconsistent,False,True,"[""invalid_blurry.jpeg"", ""invalid_too_dark.jpeg""]","[""invalid_too_dark.jpeg""]",False,True,0.6548,0.7112,0.6182,1.0,0.7823,"This case includes valid same-product images mixed with invalid or low-quality images. The system should flag images that do not help validate the product, without necessarily treating all valid images as inconsistent.",
case_0120,images/120,invalid_images,all,6,True,needs_review,"[""needs_review"", ""inconsistent""]",inconsistent,False,True,"[""invalid_blurry.jpeg"", ""invalid_too_dark.jpeg""]","[""invalid_too_dark.jpeg""]",False,True,0.6132,0.7156,0.475,0.9232,0.7576,"This case includes valid same-product images mixed with invalid or low-quality images. The system should flag images that do not help validate the product, without necessarily treating all valid images as inconsistent.",
